ID_Pedido,ID_Cliente,Fecha_Pedido,Fecha_Envio,ID_Detalle,ID_Producto,Nombre_Producto,Categoria,Subcategoria,Marca,Cantidad,Ventas,Ganancia,Precio_Lista,Costo_Unitario,Mes,Año,Dias_Envio,Venta_Promedio_Unidad,Costo_Total_Estimado
ORD-2023-00230,C0187,2024-07-11,2024-07-12,580,P0067,Libreros Pro 7,Muebles,Libreros,Nova,6,984.79,326.71,172.77,109.03,2024-07,2024,1,164.13166666666666,654.1800000000001
ORD-2023-00230,C0187,2024-07-11,2024-07-12,581,P0031,Periféricos Smart 1,Tecnología,Periféricos,Andes,1,220.95,109.58,232.58,113.04,2024-07,2024,1,220.95,113.04
ORD-2023-00231,C0069,2024-09-08,2024-09-12,582,P0034,Periféricos Flex 4,Tecnología,Periféricos,Orion,7,2937.76,1007.37,419.68,275.77,2024-09,2024,4,419.68,1930.3899999999999
ORD-2023-00231,C0069,2024-09-08,2024-09-12,583,P0033,Periféricos Nova 3,Tecnología,Periféricos,Altura,7,6183.45,1336.09,883.35,692.48,2024-09,2024,4,883.35,4847.360000000001
ORD-2023-00231,C0069,2024-09-08,2024-09-12,584,P0081,Papelería Smart 1,Oficina,Papelería,Altura,5,3897.18,1340.54,820.46,507.81,2024-09,2024,4,779.4359999999999,2539.05
ORD-2023-00232,C0215,2025-04-21,2025-04-22,585,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,Orion,2,1246.88,535.6,779.3,382.7,2025-04,2025,1,623.44,765.4
ORD-2023-00232,C0215,2025-04-21,2025-04-22,586,P0047,Sillas Plus 7,Muebles,Sillas,Andes,6,3768.28,702.89,697.83,520.77,2025-04,2025,1,628.0466666666667,3124.62
ORD-2023-00232,C0215,2025-04-21,2025-04-22,587,P0036,Periféricos Nova 6,Tecnología,Periféricos,Patagonia,1,877.2,456.39,877.2,420.81,2025-04,2025,1,877.2,420.81
ORD-2023-00233,C0194,2023-04-18,2023-04-24,588,P0013,Teléfonos Nova 3,Tecnología,Teléfonos,Lumen,6,1543.64,497.55,285.86,173.76,2023-04,2023,6,257.27333333333337,1042.56
ORD-2023-00233,C0194,2023-04-18,2023-04-24,589,P0115,Sobres Pro 5,Oficina,Sobres,Alerce,1,131.87,45.64,131.87,86.23,2023-04,2023,6,131.87,86.23
ORD-2023-00233,C0194,2023-04-18,2023-04-24,590,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,6,3875.28,1467.03,807.35,402.87,2023-04,2023,6,645.88,2417.2200000000003
ORD-2023-00233,C0194,2023-04-18,2023-04-24,591,P0034,Periféricos Flex 4,Tecnología,Periféricos,Orion,1,419.68,143.91,419.68,275.77,2023-04,2023,6,419.68,275.77
ORD-2023-00234,C0194,2024-08-04,2024-08-09,592,P0091,Archivadores Flex 1,Oficina,Archivadores,Alerce,8,4122.32,1304.72,515.29,352.2,2024-08,2024,5,515.29,2817.6
ORD-2023-00234,C0194,2024-08-04,2024-08-09,593,P0103,Etiquetas Nova 3,Oficina,Etiquetas,Alerce,8,3877.92,1167.52,538.6,343.63,2024-08,2024,5,484.74,2749.04
ORD-2023-00234,C0194,2024-08-04,2024-08-09,594,P0067,Libreros Pro 7,Muebles,Libreros,Nova,4,621.97,182.1,172.77,109.03,2024-08,2024,5,155.4925,436.12
ORD-2023-00234,C0194,2024-08-04,2024-08-09,595,P0040,Periféricos Eco 10,Tecnología,Periféricos,Andes,7,4414.96,1293.31,742.01,430.58,2024-08,2024,5,630.7085714285714,3014.06
ORD-2023-00235,C0040,2025-01-17,2025-01-18,596,P0071,Almacenamiento Flex 1,Muebles,Almacenamiento,Patagonia,8,7108.16,1688.24,888.52,677.49,2025-01,2025,1,888.52,5419.92
ORD-2023-00235,C0040,2025-01-17,2025-01-18,597,P0087,Papelería Flex 7,Oficina,Papelería,Andes,3,1554.78,-21.35,740.37,525.57,2025-01,2025,1,518.26,1576.71
ORD-2023-00235,C0040,2025-01-17,2025-01-18,598,P0052,Mesas Nova 2,Muebles,Mesas,Lumen,1,469.44,87.68,494.15,377.7,2025-01,2025,1,469.44,377.7
ORD-2023-00236,C0218,2024-12-20,2024-12-24,599,P0022,Computadores Pro 2,Tecnología,Computadores,Altura,4,1724.88,868.56,431.22,214.08,2024-12,2024,4,431.22,856.32
ORD-2023-00236,C0218,2024-12-20,2024-12-24,600,P0066,Libreros Smart 6,Muebles,Libreros,Lumen,6,2159.1,1110.18,359.85,174.82,2024-12,2024,4,359.84999999999997,1048.92
ORD-2023-00236,C0218,2024-12-20,2024-12-24,601,P0048,Sillas Plus 8,Muebles,Sillas,Orion,2,1063.23,62.62,625.43,484.77,2024-12,2024,4,531.615,969.54
ORD-2023-00236,C0218,2024-12-20,2024-12-24,602,P0107,Etiquetas Pro 7,Oficina,Etiquetas,Orion,2,139.41,55.73,77.45,42.46,2024-12,2024,4,69.705,84.92
ORD-2023-00237,C0136,2023-08-07,2023-08-07,603,P0120,Sobres Plus 10,Oficina,Sobres,Altura,8,3955.11,758.5,706.27,437.08,2023-08,2023,0,494.38875,3496.64
ORD-2023-00238,C0236,2023-12-03,2023-12-05,604,P0002,Accesorios Smart 2,Tecnología,Accesorios,Vector,2,16.1,4.27,10.06,5.92,2023-12,2023,2,8.05,11.84
ORD-2023-00238,C0236,2023-12-03,2023-12-05,605,P0068,Libreros Pro 8,Muebles,Libreros,Lumen,3,1532.23,344.51,638.43,415.12,2023-12,2023,2,510.74333333333334,1245.3600000000001
ORD-2023-00238,C0236,2023-12-03,2023-12-05,606,P0001,Accesorios Flex 1,Tecnología,Accesorios,Alerce,3,1203.77,586.92,445.84,210.5,2023-12,2023,2,401.25666666666666,631.5
ORD-2023-00239,C0192,2023-11-03,2023-11-05,607,P0085,Papelería Smart 5,Oficina,Papelería,Alerce,8,5952.08,1624.16,744.01,540.99,2023-11,2023,2,744.01,4327.92
ORD-2023-00239,C0192,2023-11-03,2023-11-05,608,P0001,Accesorios Flex 1,Tecnología,Accesorios,Alerce,6,2541.29,1299.12,445.84,210.5,2023-11,2023,2,423.54833333333335,1263.0
ORD-2023-00239,C0192,2023-11-03,2023-11-05,609,P0006,Accesorios Nova 6,Tecnología,Accesorios,Andes,3,2086.27,536.32,869.28,522.14,2023-11,2023,2,695.4233333333333,1566.42
ORD-2023-00239,C0192,2023-11-03,2023-11-05,610,P0116,Sobres Flex 6,Oficina,Sobres,Patagonia,1,774.19,289.14,774.19,485.05,2023-11,2023,2,774.19,485.05
ORD-2023-00240,C0137,2023-05-02,2023-05-05,611,P0065,Libreros Pro 5,Muebles,Libreros,Nova,7,3001.53,1511.86,428.79,212.81,2023-05,2023,3,428.79,1489.67
ORD-2023-00240,C0137,2023-05-02,2023-05-05,612,P0102,Etiquetas Pro 2,Oficina,Etiquetas,Vector,1,428.69,155.74,428.69,272.95,2023-05,2023,3,428.69,272.95
ORD-2023-00240,C0137,2023-05-02,2023-05-05,613,P0099,Archivadores Eco 9,Oficina,Archivadores,Orion,4,42.28,22.28,10.57,5.0,2023-05,2023,3,10.57,20.0
ORD-2023-00240,C0137,2023-05-02,2023-05-05,614,P0055,Mesas Plus 5,Muebles,Mesas,Vector,1,463.29,125.06,579.11,339.15,2023-05,2023,3,463.29,339.15
ORD-2023-00241,C0249,2023-03-26,2023-04-01,615,P0099,Archivadores Eco 9,Oficina,Archivadores,Orion,2,19.03,8.61,10.57,5.0,2023-03,2023,6,9.515,10.0
ORD-2023-00241,C0249,2023-03-26,2023-04-01,616,P0086,Papelería Flex 6,Oficina,Papelería,Andes,7,4296.76,1688.69,646.13,372.92,2023-03,2023,6,613.8228571428572,2610.44
ORD-2023-00241,C0249,2023-03-26,2023-04-01,617,P0090,Papelería Plus 10,Oficina,Papelería,Orion,3,2164.26,679.86,759.39,487.32,2023-03,2023,6,721.4200000000001,1461.96
ORD-2023-00242,C0118,2023-05-04,2023-05-05,618,P0079,Almacenamiento Nova 9,Muebles,Almacenamiento,Alerce,4,195.48,51.88,48.87,35.9,2023-05,2023,1,48.87,143.6
ORD-2023-00243,C0209,2024-06-21,2024-06-23,619,P0062,Libreros Plus 2,Muebles,Libreros,Vector,1,372.54,131.71,465.68,235.47,2024-06,2024,2,372.54,235.47
ORD-2023-00243,C0209,2024-06-21,2024-06-23,620,P0015,Teléfonos Plus 5,Tecnología,Teléfonos,Nova,5,2968.62,436.61,698.5,515.6,2024-06,2024,2,593.7239999999999,2578.0
ORD-2023-00243,C0209,2024-06-21,2024-06-23,621,P0092,Archivadores Nova 2,Oficina,Archivadores,Alerce,7,4098.53,1951.56,616.32,308.93,2024-06,2024,2,585.5042857142856,2162.51
ORD-2023-00243,C0209,2024-06-21,2024-06-23,622,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,1,807.35,404.48,807.35,402.87,2024-06,2024,2,807.35,402.87
ORD-2023-00244,C0109,2023-10-20,2023-10-23,623,P0043,Sillas Smart 3,Muebles,Sillas,Altura,5,3523.0,1494.85,704.6,405.63,2023-10,2023,3,704.6,2028.15
ORD-2023-00244,C0109,2023-10-20,2023-10-23,624,P0088,Papelería Eco 8,Oficina,Papelería,Patagonia,3,1774.39,523.31,695.84,422.85,2023-10,2023,3,591.4633333333334,1268.5500000000002
ORD-2023-00244,C0109,2023-10-20,2023-10-23,625,P0096,Archivadores Pro 6,Oficina,Archivadores,Patagonia,6,4026.99,1635.14,706.49,396.52,2023-10,2023,3,671.165,2379.12
ORD-2023-00245,C0300,2024-01-29,2024-01-29,626,P0025,Computadores Plus 5,Tecnología,Computadores,Orion,8,6109.68,1952.4,763.71,519.66,2024-01,2024,0,763.71,4157.28
ORD-2023-00245,C0300,2024-01-29,2024-01-29,627,P0039,Periféricos Nova 9,Tecnología,Periféricos,Vector,8,1802.04,289.48,237.11,188.91,2024-01,2024,0,225.255,1511.28
ORD-2023-00246,C0023,2023-05-11,2023-05-12,628,P0081,Papelería Smart 1,Oficina,Papelería,Altura,2,1312.74,353.86,820.46,507.81,2023-05,2023,1,656.37,1015.62
ORD-2023-00246,C0023,2023-05-11,2023-05-12,629,P0068,Libreros Pro 8,Muebles,Libreros,Lumen,1,638.43,223.31,638.43,415.12,2023-05,2023,1,638.43,415.12
ORD-2023-00246,C0023,2023-05-11,2023-05-12,630,P0038,Periféricos Nova 8,Tecnología,Periféricos,Andes,1,408.92,158.59,408.92,250.33,2023-05,2023,1,408.92,250.33
ORD-2023-00246,C0023,2023-05-11,2023-05-12,631,P0095,Archivadores Plus 5,Oficina,Archivadores,Altura,7,2583.52,511.49,527.25,284.32,2023-05,2023,1,369.07428571428574,1990.24
ORD-2023-00247,C0085,2024-03-24,2024-03-30,632,P0027,Computadores Flex 7,Tecnología,Computadores,Alerce,3,119.04,62.94,39.68,18.7,2024-03,2024,6,39.68,56.099999999999994
ORD-2023-00247,C0085,2024-03-24,2024-03-30,633,P0076,Almacenamiento Eco 6,Muebles,Almacenamiento,Patagonia,1,80.32,18.49,114.74,61.78,2024-03,2024,6,80.32,61.78
ORD-2023-00247,C0085,2024-03-24,2024-03-30,634,P0039,Periféricos Nova 9,Tecnología,Periféricos,Vector,4,853.6,90.06,237.11,188.91,2024-03,2024,6,213.4,755.64
ORD-2023-00248,C0088,2023-08-18,2023-08-18,635,P0035,Periféricos Nova 5,Tecnología,Periféricos,Orion,1,726.47,180.23,764.71,538.76,2023-08,2023,0,726.47,538.76
ORD-2023-00248,C0088,2023-08-18,2023-08-18,636,P0069,Libreros Smart 9,Muebles,Libreros,Patagonia,2,1335.72,395.62,667.86,470.05,2023-08,2023,0,667.86,940.1
ORD-2023-00249,C0167,2023-03-27,2023-04-01,637,P0042,Sillas Flex 2,Muebles,Sillas,Vector,1,556.81,180.1,556.81,376.71,2023-03,2023,5,556.81,376.71
ORD-2023-00249,C0167,2023-03-27,2023-04-01,638,P0094,Archivadores Pro 4,Oficina,Archivadores,Alerce,5,900.2,266.7,180.04,126.7,2023-03,2023,5,180.04000000000002,633.5
ORD-2023-00249,C0167,2023-03-27,2023-04-01,639,P0069,Libreros Smart 9,Muebles,Libreros,Patagonia,2,1068.58,80.85,667.86,470.05,2023-03,2023,5,534.29,940.1
ORD-2023-00250,C0283,2023-07-31,2023-08-06,640,P0030,Computadores Flex 10,Tecnología,Computadores,Alerce,7,4136.44,1999.26,695.2,319.98,2023-07,2023,6,590.92,2239.86
ORD-2023-00250,C0283,2023-07-31,2023-08-06,641,P0012,Teléfonos Flex 2,Tecnología,Teléfonos,Vector,8,2707.84,1355.36,338.48,169.06,2023-07,2023,6,338.48,1352.48
ORD-2023-00250,C0283,2023-07-31,2023-08-06,642,P0025,Computadores Plus 5,Tecnología,Computadores,Orion,8,6109.68,1952.4,763.71,519.66,2023-07,2023,6,763.71,4157.28
ORD-2023-00250,C0283,2023-07-31,2023-08-06,643,P0040,Periféricos Eco 10,Tecnología,Periféricos,Andes,3,2226.03,934.29,742.01,430.58,2023-07,2023,6,742.0100000000001,1291.74
ORD-2023-00251,C0036,2023-05-27,2023-05-27,644,P0094,Archivadores Pro 4,Oficina,Archivadores,Alerce,1,180.04,53.34,180.04,126.7,2023-05,2023,0,180.04,126.7
ORD-2023-00251,C0036,2023-05-27,2023-05-27,645,P0015,Teléfonos Plus 5,Tecnología,Teléfonos,Nova,1,698.5,182.9,698.5,515.6,2023-05,2023,0,698.5,515.6
ORD-2023-00252,C0138,2023-05-27,2023-06-01,646,P0070,Libreros Eco 10,Muebles,Libreros,Andes,6,4600.14,1772.52,766.69,471.27,2023-05,2023,5,766.69,2827.62
ORD-2023-00253,C0289,2024-03-30,2024-04-05,647,P0081,Papelería Smart 1,Oficina,Papelería,Altura,2,1640.92,625.3,820.46,507.81,2024-03,2024,6,820.46,1015.62
ORD-2023-00253,C0289,2024-03-30,2024-04-05,648,P0070,Libreros Eco 10,Muebles,Libreros,Andes,5,3833.45,1477.1,766.69,471.27,2024-03,2024,6,766.6899999999999,2356.35
ORD-2023-00253,C0289,2024-03-30,2024-04-05,649,P0019,Teléfonos Eco 9,Tecnología,Teléfonos,Andes,1,499.16,107.92,525.43,396.24,2024-03,2024,6,499.16,396.24
ORD-2023-00254,C0198,2023-05-31,2023-06-02,650,P0063,Libreros Smart 3,Muebles,Libreros,Vector,3,748.44,195.93,249.48,184.17,2023-05,2023,2,249.48000000000002,552.51
ORD-2023-00255,C0183,2023-03-20,2023-03-24,651,P0023,Computadores Pro 3,Tecnología,Computadores,Patagonia,7,4720.55,1921.73,793.37,395.09,2023-03,2023,4,674.3642857142858,2765.6299999999997
ORD-2023-00255,C0183,2023-03-20,2023-03-24,652,P0020,Teléfonos Flex 10,Tecnología,Teléfonos,Lumen,5,2224.76,1014.4,494.39,245.07,2023-03,2023,4,444.95200000000006,1225.35
ORD-2023-00256,C0139,2024-05-26,2024-05-31,653,P0111,Sobres Flex 1,Oficina,Sobres,Lumen,3,1544.58,645.9,514.86,299.56,2024-05,2024,5,514.86,898.6800000000001
ORD-2023-00257,C0229,2025-01-08,2025-01-14,654,P0094,Archivadores Pro 4,Oficina,Archivadores,Alerce,5,900.2,266.7,180.04,126.7,2025-01,2025,6,180.04000000000002,633.5
ORD-2023-00257,C0229,2025-01-08,2025-01-14,655,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,7,4803.73,2044.91,807.35,402.87,2025-01,2025,6,686.2471428571428,2820.09
ORD-2023-00257,C0229,2025-01-08,2025-01-14,656,P0062,Libreros Plus 2,Muebles,Libreros,Vector,7,2770.8,1193.26,465.68,235.47,2025-01,2025,6,395.8285714285715,1648.29
ORD-2023-00257,C0229,2025-01-08,2025-01-14,657,P0050,Sillas Nova 10,Muebles,Sillas,Lumen,7,1183.99,267.24,241.63,129.84,2025-01,2025,6,169.14142857142858,908.88
ORD-2023-00258,C0273,2024-07-03,2024-07-09,658,P0090,Papelería Plus 10,Oficina,Papelería,Orion,2,1442.84,472.4,759.39,487.32,2024-07,2024,6,721.42,974.64
ORD-2023-00258,C0273,2024-07-03,2024-07-09,659,P0109,Etiquetas Smart 9,Oficina,Etiquetas,Patagonia,1,649.22,87.23,763.79,559.32,2024-07,2024,6,649.22,559.32
ORD-2023-00259,C0057,2023-03-03,2023-03-05,660,P0032,Periféricos Eco 2,Tecnología,Periféricos,Vector,4,2749.64,749.55,723.59,506.45,2023-03,2023,2,687.41,2025.8
ORD-2023-00259,C0057,2023-03-03,2023-03-05,661,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,Orion,3,1870.32,678.63,779.3,382.7,2023-03,2023,2,623.4399999999999,1148.1
ORD-2023-00259,C0057,2023-03-03,2023-03-05,662,P0048,Sillas Plus 8,Muebles,Sillas,Orion,1,625.43,140.66,625.43,484.77,2023-03,2023,2,625.43,484.77
ORD-2023-00259,C0057,2023-03-03,2023-03-05,663,P0062,Libreros Plus 2,Muebles,Libreros,Vector,3,1397.04,690.63,465.68,235.47,2023-03,2023,2,465.68,706.41
ORD-2023-00260,C0041,2023-09-08,2023-09-08,664,P0096,Archivadores Pro 6,Oficina,Archivadores,Patagonia,5,2472.71,527.62,706.49,396.52,2023-09,2023,0,494.54200000000003,1982.6
ORD-2023-00260,C0041,2023-09-08,2023-09-08,665,P0057,Mesas Smart 7,Muebles,Mesas,Patagonia,1,464.23,146.83,515.81,325.42,2023-09,2023,0,464.23,325.42
ORD-2023-00261,C0017,2024-09-10,2024-09-16,666,P0071,Almacenamiento Flex 1,Muebles,Almacenamiento,Patagonia,5,3998.34,573.69,888.52,677.49,2024-09,2024,6,799.668,3387.45
ORD-2023-00261,C0017,2024-09-10,2024-09-16,667,P0120,Sobres Plus 10,Oficina,Sobres,Altura,3,1906.93,555.59,706.27,437.08,2024-09,2024,6,635.6433333333333,1311.24
ORD-2023-00261,C0017,2024-09-10,2024-09-16,668,P0017,Teléfonos Plus 7,Tecnología,Teléfonos,Alerce,4,818.72,155.45,255.85,163.38,2024-09,2024,6,204.68,653.52
ORD-2023-00261,C0017,2024-09-10,2024-09-16,669,P0051,Mesas Smart 1,Muebles,Mesas,Orion,3,284.64,108.78,94.88,58.62,2024-09,2024,6,94.88,175.85999999999999
ORD-2023-00262,C0245,2023-11-17,2023-11-22,670,P0083,Papelería Pro 3,Oficina,Papelería,Altura,7,351.72,103.45,52.89,35.71,2023-11,2023,5,50.24571428571429,249.97
ORD-2023-00262,C0245,2023-11-17,2023-11-22,671,P0010,Accesorios Nova 10,Tecnología,Accesorios,Andes,6,3458.21,591.0,678.08,497.07,2023-11,2023,5,576.3683333333333,2982.42
ORD-2023-00262,C0245,2023-11-17,2023-11-22,672,P0021,Computadores Plus 1,Tecnología,Computadores,Andes,2,1588.8,705.98,794.4,441.41,2023-11,2023,5,794.4,882.82
ORD-2023-00263,C0159,2023-07-12,2023-07-16,673,P0073,Almacenamiento Eco 3,Muebles,Almacenamiento,Orion,8,1398.08,437.76,174.76,120.04,2023-07,2023,4,174.76,960.32
ORD-2023-00264,C0159,2023-01-09,2023-01-11,674,P0093,Archivadores Flex 3,Oficina,Archivadores,Vector,6,3749.22,2000.4,624.87,291.47,2023-01,2023,2,624.87,1748.8200000000002
ORD-2023-00264,C0159,2023-01-09,2023-01-11,675,P0043,Sillas Smart 3,Muebles,Sillas,Altura,7,4932.2,2092.79,704.6,405.63,2023-01,2023,2,704.6,2839.41
ORD-2023-00264,C0159,2023-01-09,2023-01-11,676,P0004,Accesorios Eco 4,Tecnología,Accesorios,Orion,7,137.79,-2.92,28.12,19.81,2023-01,2023,2,19.684285714285714,138.67
ORD-2023-00264,C0159,2023-01-09,2023-01-11,677,P0038,Periféricos Nova 8,Tecnología,Periféricos,Andes,3,1226.76,475.77,408.92,250.33,2023-01,2023,2,408.92,750.99
ORD-2023-00265,C0048,2025-01-05,2025-01-06,678,P0065,Libreros Pro 5,Muebles,Libreros,Nova,6,1800.92,435.96,428.79,212.81,2025-01,2025,1,300.15333333333336,1276.8600000000001
ORD-2023-00265,C0048,2025-01-05,2025-01-06,679,P0038,Periféricos Nova 8,Tecnología,Periféricos,Andes,6,1962.82,551.12,408.92,250.33,2025-01,2025,1,327.13666666666666,1501.98
ORD-2023-00266,C0123,2023-08-02,2023-08-06,680,P0019,Teléfonos Eco 9,Tecnología,Teléfonos,Andes,5,2627.15,645.95,525.43,396.24,2023-08,2023,4,525.4300000000001,1981.2
ORD-2023-00267,C0161,2023-06-23,2023-06-25,681,P0023,Computadores Pro 3,Tecnología,Computadores,Patagonia,8,5712.26,2428.12,793.37,395.09,2023-06,2023,2,714.0325,3160.72
ORD-2023-00268,C0227,2024-10-27,2024-10-28,682,P0110,Etiquetas Nova 10,Oficina,Etiquetas,Orion,5,241.28,68.77,60.32,34.94,2024-10,2024,1,48.256,174.7
ORD-2023-00268,C0227,2024-10-27,2024-10-28,683,P0057,Mesas Smart 7,Muebles,Mesas,Patagonia,6,2630.63,701.57,515.81,325.42,2024-10,2024,1,438.43833333333333,1952.52
ORD-2023-00268,C0227,2024-10-27,2024-10-28,684,P0065,Libreros Pro 5,Muebles,Libreros,Nova,8,3087.29,1333.02,428.79,212.81,2024-10,2024,1,385.91125,1702.48
ORD-2023-00269,C0030,2025-01-28,2025-02-03,685,P0021,Computadores Plus 1,Tecnología,Computadores,Andes,7,5560.8,2470.93,794.4,441.41,2025-01,2025,6,794.4,3089.8700000000003
ORD-2023-00269,C0030,2025-01-28,2025-02-03,686,P0086,Papelería Flex 6,Oficina,Papelería,Andes,2,1098.42,355.23,646.13,372.92,2025-01,2025,6,549.21,745.84
ORD-2023-00269,C0030,2025-01-28,2025-02-03,687,P0014,Teléfonos Pro 4,Tecnología,Teléfonos,Alerce,2,156.14,84.2,78.07,35.97,2025-01,2025,6,78.07,71.94
ORD-2023-00269,C0030,2025-01-28,2025-02-03,688,P0099,Archivadores Eco 9,Oficina,Archivadores,Orion,7,70.29,35.44,10.57,5.0,2025-01,2025,6,10.041428571428572,35.0
ORD-2023-00270,C0163,2023-12-17,2023-12-21,689,P0059,Mesas Smart 9,Muebles,Mesas,Andes,1,138.08,48.56,138.08,89.52,2023-12,2023,4,138.08,89.52
ORD-2023-00270,C0163,2023-12-17,2023-12-21,690,P0082,Papelería Eco 2,Oficina,Papelería,Orion,4,2008.92,925.49,590.86,268.44,2023-12,2023,4,502.23,1073.76
ORD-2023-00270,C0163,2023-12-17,2023-12-21,691,P0008,Accesorios Plus 8,Tecnología,Accesorios,Andes,6,1903.68,161.44,396.6,275.19,2023-12,2023,4,317.28000000000003,1651.1399999999999
ORD-2023-00271,C0028,2023-08-05,2023-08-11,692,P0009,Accesorios Flex 9,Tecnología,Accesorios,Patagonia,5,3451.12,1304.13,862.78,458.27,2023-08,2023,6,690.2239999999999,2291.35
ORD-2023-00271,C0028,2023-08-05,2023-08-11,693,P0112,Sobres Pro 2,Oficina,Sobres,Orion,7,3016.77,1422.53,453.65,226.21,2023-08,2023,6,430.96714285714285,1583.47
ORD-2023-00272,C0095,2025-04-30,2025-04-30,694,P0045,Sillas Eco 5,Muebles,Sillas,Lumen,7,2621.01,-109.46,534.9,391.64,2025-04,2025,0,374.43,2741.48
ORD-2023-00272,C0095,2025-04-30,2025-04-30,695,P0090,Papelería Plus 10,Oficina,Papelería,Orion,7,4518.37,975.53,759.39,487.32,2025-04,2025,0,645.4814285714285,3411.24
ORD-2023-00273,C0006,2024-07-28,2024-08-03,696,P0002,Accesorios Smart 2,Tecnología,Accesorios,Vector,3,21.13,1.79,10.06,5.92,2024-07,2024,6,7.043333333333333,17.759999999999998
ORD-2023-00273,C0006,2024-07-28,2024-08-03,697,P0111,Sobres Flex 1,Oficina,Sobres,Lumen,6,3089.16,1291.8,514.86,299.56,2024-07,2024,6,514.86,1797.3600000000001
ORD-2023-00273,C0006,2024-07-28,2024-08-03,698,P0034,Periféricos Flex 4,Tecnología,Periféricos,Orion,1,293.78,-4.32,419.68,275.77,2024-07,2024,6,293.78,275.77
ORD-2023-00274,C0231,2024-10-16,2024-10-20,699,P0077,Almacenamiento Nova 7,Muebles,Almacenamiento,Altura,7,728.11,354.96,109.49,53.64,2024-10,2024,4,104.01571428571428,375.48
ORD-2023-00274,C0231,2024-10-16,2024-10-20,700,P0087,Papelería Flex 7,Oficina,Papelería,Andes,1,629.31,89.81,740.37,525.57,2024-10,2024,4,629.31,525.57
ORD-2023-00275,C0155,2023-11-11,2023-11-15,701,P0053,Mesas Eco 3,Muebles,Mesas,Alerce,7,2205.72,557.76,370.71,238.71,2023-11,2023,4,315.1028571428571,1670.97
ORD-2023-00275,C0155,2023-11-11,2023-11-15,702,P0067,Libreros Pro 7,Muebles,Libreros,Nova,6,1036.62,382.44,172.77,109.03,2023-11,2023,4,172.76999999999998,654.1800000000001
ORD-2023-00275,C0155,2023-11-11,2023-11-15,703,P0055,Mesas Plus 5,Muebles,Mesas,Vector,6,3474.66,1439.76,579.11,339.15,2023-11,2023,4,579.11,2034.8999999999999
ORD-2023-00275,C0155,2023-11-11,2023-11-15,704,P0070,Libreros Eco 10,Muebles,Libreros,Andes,7,4293.46,1086.87,766.69,471.27,2023-11,2023,4,613.3514285714285,3298.89
ORD-2023-00276,C0146,2024-12-19,2024-12-23,705,P0012,Teléfonos Flex 2,Tecnología,Teléfonos,Vector,1,270.78,112.46,338.48,169.06,2024-12,2024,4,270.78,169.06
ORD-2023-00277,C0228,2024-05-30,2024-06-03,706,P0100,Archivadores Smart 10,Oficina,Archivadores,Andes,8,336.77,43.27,52.62,38.31,2024-05,2024,4,42.09625,306.48
ORD-2023-00277,C0228,2024-05-30,2024-06-03,707,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,Orion,6,3273.06,1025.71,779.3,382.7,2024-05,2024,4,545.51,2296.2
ORD-2023-00278,C0004,2024-01-19,2024-01-25,708,P0087,Papelería Flex 7,Oficina,Papelería,Andes,4,2961.48,859.2,740.37,525.57,2024-01,2024,6,740.37,2102.28
ORD-2023-00278,C0004,2024-01-19,2024-01-25,709,P0005,Accesorios Flex 5,Tecnología,Accesorios,Vector,1,891.67,340.86,891.67,550.81,2024-01,2024,6,891.67,550.81
ORD-2023-00278,C0004,2024-01-19,2024-01-25,710,P0108,Etiquetas Flex 8,Oficina,Etiquetas,Patagonia,6,2503.84,206.86,490.95,392.54,2024-01,2024,6,417.3066666666667,2355.2400000000002
ORD-2023-00278,C0004,2024-01-19,2024-01-25,711,P0031,Periféricos Smart 1,Tecnología,Periféricos,Andes,7,1546.66,751.59,232.58,113.04,2024-01,2024,6,220.95142857142858,791.2800000000001
ORD-2023-00279,C0027,2025-03-31,2025-04-04,712,P0067,Libreros Pro 7,Muebles,Libreros,Nova,3,414.65,98.71,172.77,109.03,2025-03,2025,4,138.21666666666667,327.09000000000003
ORD-2023-00279,C0027,2025-03-31,2025-04-04,713,P0065,Libreros Pro 5,Muebles,Libreros,Nova,2,686.06,236.91,428.79,212.81,2025-03,2025,4,343.03,425.62
ORD-2023-00279,C0027,2025-03-31,2025-04-04,714,P0108,Etiquetas Flex 8,Oficina,Etiquetas,Patagonia,3,1251.92,100.48,490.95,392.54,2025-03,2025,4,417.3066666666667,1177.6200000000001
ORD-2023-00280,C0014,2024-03-23,2024-03-23,715,P0074,Almacenamiento Smart 4,Muebles,Almacenamiento,Lumen,7,2887.57,1062.32,412.51,260.75,2024-03,2024,0,412.51000000000005,1825.25
ORD-2023-00281,C0233,2024-10-11,2024-10-16,716,P0069,Libreros Smart 9,Muebles,Libreros,Patagonia,4,2137.15,199.17,667.86,470.05,2024-10,2024,5,534.2875,1880.2
ORD-2023-00281,C0233,2024-10-11,2024-10-16,717,P0036,Periféricos Nova 6,Tecnología,Periféricos,Patagonia,2,1754.4,912.78,877.2,420.81,2024-10,2024,5,877.2,841.62
